Date,Product ID,Product Name,Category,Units Sold,Current Stock,Pack Size,Lead Time Days,Unit Price,Discount,Supplier,Reorder Qty,Safety Stock,Price,Competitor Pricing,Holiday/Promotion,Weather Condition
2025-10-13,SKU-0606,Grass-roots coherent data-warehouse,Beverage,14,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,1.99,0,Normal
2025-10-14,SKU-0606,Grass-roots coherent data-warehouse,Beverage,5,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.07,0,Normal
2025-10-15,SKU-0606,Grass-roots coherent data-warehouse,Beverage,4,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.06,0,Normal
2025-10-16,SKU-0606,Grass-roots coherent data-warehouse,Beverage,28,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.08,0,Normal
2025-10-17,SKU-0606,Grass-roots coherent data-warehouse,Beverage,17,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.18,0,Normal
2025-10-18,SKU-0606,Grass-roots coherent data-warehouse,Beverage,16,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.45,0,Normal
2025-10-19,SKU-0606,Grass-roots coherent data-warehouse,Beverage,10,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,1.96,0,Normal
2025-10-20,SKU-0606,Grass-roots coherent data-warehouse,Beverage,28,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.26,0,Normal
2025-10-21,SKU-0606,Grass-roots coherent data-warehouse,Beverage,12,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.36,0,Normal
2025-10-22,SKU-0606,Grass-roots coherent data-warehouse,Beverage,17,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.24,0,Normal
2025-10-23,SKU-0606,Grass-roots coherent data-warehouse,Beverage,13,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.37,0,Normal
2025-10-24,SKU-0606,Grass-roots coherent data-warehouse,Beverage,17,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.31,0,Normal
2025-10-25,SKU-0606,Grass-roots coherent data-warehouse,Beverage,19,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,1.88,0,Normal
2025-10-26,SKU-0606,Grass-roots coherent data-warehouse,Beverage,14,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.06,0,Normal
2025-10-27,SKU-0606,Grass-roots coherent data-warehouse,Beverage,7,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.17,0,Normal
2025-10-28,SKU-0606,Grass-roots coherent data-warehouse,Beverage,12,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,1.86,0,Normal
2025-10-29,SKU-0606,Grass-roots coherent data-warehouse,Beverage,9,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,1.83,0,Normal
2025-10-30,SKU-0606,Grass-roots coherent data-warehouse,Beverage,15,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,1.93,0,Normal
2025-10-31,SKU-0606,Grass-roots coherent data-warehouse,Beverage,16,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.14,0,Normal
2025-11-01,SKU-0606,Grass-roots coherent data-warehouse,Beverage,11,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.1,0,Normal
2025-11-02,SKU-0606,Grass-roots coherent data-warehouse,Beverage,13,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.32,0,Normal
2025-11-03,SKU-0606,Grass-roots coherent data-warehouse,Beverage,16,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.18,0,Normal
2025-11-04,SKU-0606,Grass-roots coherent data-warehouse,Beverage,2,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.37,0,Normal
2025-11-05,SKU-0606,Grass-roots coherent data-warehouse,Beverage,13,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,1.88,0,Normal
2025-11-06,SKU-0606,Grass-roots coherent data-warehouse,Beverage,27,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.16,0,Normal
2025-11-07,SKU-0606,Grass-roots coherent data-warehouse,Beverage,12,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,1.85,0,Normal
2025-11-08,SKU-0606,Grass-roots coherent data-warehouse,Beverage,12,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,1.95,0,Normal
2025-11-09,SKU-0606,Grass-roots coherent data-warehouse,Beverage,12,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.38,0,Normal
2025-11-10,SKU-0606,Grass-roots coherent data-warehouse,Beverage,21,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.39,0,Normal
2025-11-11,SKU-0606,Grass-roots coherent data-warehouse,Beverage,21,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.12,0,Normal
2025-11-12,SKU-0606,Grass-roots coherent data-warehouse,Beverage,6,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,1.85,0,Normal
2025-11-13,SKU-0606,Grass-roots coherent data-warehouse,Beverage,17,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,1.87,0,Normal
2025-11-14,SKU-0606,Grass-roots coherent data-warehouse,Beverage,9,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.41,0,Normal
2025-11-15,SKU-0606,Grass-roots coherent data-warehouse,Beverage,3,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.4,0,Normal
2025-11-16,SKU-0606,Grass-roots coherent data-warehouse,Beverage,16,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.18,0,Normal
2025-11-17,SKU-0606,Grass-roots coherent data-warehouse,Beverage,10,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,1.84,0,Normal
2025-11-18,SKU-0606,Grass-roots coherent data-warehouse,Beverage,27,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.42,0,Normal
2025-11-19,SKU-0606,Grass-roots coherent data-warehouse,Beverage,16,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.02,0,Normal
2025-11-20,SKU-0606,Grass-roots coherent data-warehouse,Beverage,13,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.44,0,Normal
2025-11-21,SKU-0606,Grass-roots coherent data-warehouse,Beverage,3,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.2,0,Normal
2025-11-22,SKU-0606,Grass-roots coherent data-warehouse,Beverage,10,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.3,0,Normal
2025-11-23,SKU-0606,Grass-roots coherent data-warehouse,Beverage,1,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.28,0,Normal
2025-11-24,SKU-0606,Grass-roots coherent data-warehouse,Beverage,5,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.07,0,Normal
2025-11-25,SKU-0606,Grass-roots coherent data-warehouse,Beverage,37,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,1.87,0,Normal
2025-11-26,SKU-0606,Grass-roots coherent data-warehouse,Beverage,13,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,1.92,0,Normal
2025-11-27,SKU-0606,Grass-roots coherent data-warehouse,Beverage,25,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,1.97,0,Normal
2025-11-28,SKU-0606,Grass-roots coherent data-warehouse,Beverage,17,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.35,0,Normal
2025-11-29,SKU-0606,Grass-roots coherent data-warehouse,Beverage,14,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.07,0,Normal
2025-11-30,SKU-0606,Grass-roots coherent data-warehouse,Beverage,23,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.39,0,Normal
2025-12-01,SKU-0606,Grass-roots coherent data-warehouse,Beverage,8,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.03,0,Normal
2025-12-02,SKU-0606,Grass-roots coherent data-warehouse,Beverage,7,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.3,0,Normal
2025-12-03,SKU-0606,Grass-roots coherent data-warehouse,Beverage,15,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,1.91,0,Normal
2025-12-04,SKU-0606,Grass-roots coherent data-warehouse,Beverage,10,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.45,0,Normal
2025-12-05,SKU-0606,Grass-roots coherent data-warehouse,Beverage,14,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.28,0,Normal
2025-12-06,SKU-0606,Grass-roots coherent data-warehouse,Beverage,7,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.14,0,Normal
2025-12-07,SKU-0606,Grass-roots coherent data-warehouse,Beverage,8,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.44,0,Normal
2025-12-08,SKU-0606,Grass-roots coherent data-warehouse,Beverage,15,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,1.85,0,Normal
2025-12-09,SKU-0606,Grass-roots coherent data-warehouse,Beverage,4,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.1,0,Normal
2025-12-10,SKU-0606,Grass-roots coherent data-warehouse,Beverage,5,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.36,0,Normal
2025-12-11,SKU-0606,Grass-roots coherent data-warehouse,Beverage,14,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.04,0,Normal
2025-12-12,SKU-0606,Grass-roots coherent data-warehouse,Beverage,14,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.31,0,Normal
2025-12-13,SKU-0606,Grass-roots coherent data-warehouse,Beverage,16,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.43,0,Normal
2025-12-14,SKU-0606,Grass-roots coherent data-warehouse,Beverage,13,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.07,0,Normal
2025-12-15,SKU-0606,Grass-roots coherent data-warehouse,Beverage,12,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.32,0,Normal
2025-12-16,SKU-0606,Grass-roots coherent data-warehouse,Beverage,4,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,1.84,0,Normal
2025-12-17,SKU-0606,Grass-roots coherent data-warehouse,Beverage,8,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,1.99,0,Normal
2025-12-18,SKU-0606,Grass-roots coherent data-warehouse,Beverage,11,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.46,0,Normal
2025-12-19,SKU-0606,Grass-roots coherent data-warehouse,Beverage,11,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.13,0,Normal
2025-12-20,SKU-0606,Grass-roots coherent data-warehouse,Beverage,3,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.05,0,Normal
2025-12-21,SKU-0606,Grass-roots coherent data-warehouse,Beverage,8,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.42,0,Normal
2025-12-22,SKU-0606,Grass-roots coherent data-warehouse,Beverage,14,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.1,0,Normal
2025-12-23,SKU-0606,Grass-roots coherent data-warehouse,Beverage,21,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.26,0,Normal
2025-12-24,SKU-0606,Grass-roots coherent data-warehouse,Beverage,12,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.24,0,Normal
2025-12-25,SKU-0606,Grass-roots coherent data-warehouse,Beverage,14,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,1.87,0,Normal
2025-12-26,SKU-0606,Grass-roots coherent data-warehouse,Beverage,16,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.22,0,Normal
2025-12-27,SKU-0606,Grass-roots coherent data-warehouse,Beverage,8,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.33,0,Normal
2025-12-28,SKU-0606,Grass-roots coherent data-warehouse,Beverage,11,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.28,0,Normal
2025-12-29,SKU-0606,Grass-roots coherent data-warehouse,Beverage,9,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,1.87,0,Normal
2025-12-30,SKU-0606,Grass-roots coherent data-warehouse,Beverage,6,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,1.92,0,Normal
2025-12-31,SKU-0606,Grass-roots coherent data-warehouse,Beverage,14,0,24,2,2.14,0.11,Garcia-James,96,27,2.14,2.28,0,Normal
2025-01-01,SKU-0707,Multi-channeled grid-enabled portal,Office,3,19,12,4,20.7,0.09,Roman-Blair,24,5,20.7,23.45,0,Normal
2025-01-02,SKU-0707,Multi-channeled grid-enabled portal,Office,8,19,12,4,20.7,0.09,Roman-Blair,24,5,20.7,20.36,0,Normal
2025-01-03,SKU-0707,Multi-channeled grid-enabled portal,Office,4,19,12,4,20.7,0.09,Roman-Blair,24,5,20.7,22.32,0,Normal
2025-01-04,SKU-0707,Multi-channeled grid-enabled portal,Office,7,19,12,4,20.7,0.09,Roman-Blair,24,5,20.7,18.23,0,Normal
2025-01-05,SKU-0707,Multi-channeled grid-enabled portal,Office,9,19,12,4,20.7,0.09,Roman-Blair,24,5,20.7,18.14,0,Normal
2025-01-06,SKU-0707,Multi-channeled grid-enabled portal,Office,0,19,12,4,20.7,0.09,Roman-Blair,24,5,20.7,20.27,0,Normal
2025-01-07,SKU-0707,Multi-channeled grid-enabled portal,Office,0,18,12,4,20.7,0.09,Roman-Blair,24,5,20.7,21.05,0,Normal
2025-01-08,SKU-0707,Multi-channeled grid-enabled portal,Office,2,18,12,4,20.7,0.09,Roman-Blair,24,5,20.7,20.78,0,Normal
2025-01-09,SKU-0707,Multi-channeled grid-enabled portal,Office,4,18,12,4,20.7,0.09,Roman-Blair,24,5,20.7,18.24,0,Normal
2025-01-10,SKU-0707,Multi-channeled grid-enabled portal,Office,6,18,12,4,20.7,0.09,Roman-Blair,24,5,20.7,18.15,0,Normal
2025-01-11,SKU-0707,Multi-channeled grid-enabled portal,Office,1,18,12,4,20.7,0.09,Roman-Blair,24,5,20.7,21.04,0,Normal
2025-01-12,SKU-0707,Multi-channeled grid-enabled portal,Office,4,17,12,4,20.7,0.09,Roman-Blair,24,5,20.7,21.3,0,Normal
2025-01-13,SKU-0707,Multi-channeled grid-enabled portal,Office,0,17,12,4,20.7,0.09,Roman-Blair,24,5,20.7,22.47,0,Normal
2025-01-14,SKU-0707,Multi-channeled grid-enabled portal,Office,0,17,12,4,20.7,0.09,Roman-Blair,24,5,20.7,22.96,0,Normal
2025-01-15,SKU-0707,Multi-channeled grid-enabled portal,Office,4,17,12,4,20.7,0.09,Roman-Blair,24,5,20.7,17.67,0,Normal
2025-01-16,SKU-0707,Multi-channeled grid-enabled portal,Office,1,17,12,4,20.7,0.09,Roman-Blair,24,5,20.7,20.16,0,Normal
2025-01-17,SKU-0707,Multi-channeled grid-enabled portal,Office,0,16,12,4,20.7,0.09,Roman-Blair,24,5,20.7,22.43,0,Normal
2025-01-18,SKU-0707,Multi-channeled grid-enabled portal,Office,6,16,12,4,20.7,0.09,Roman-Blair,24,5,20.7,22.1,0,Normal
2025-01-19,SKU-0707,Multi-channeled grid-enabled portal,Office,9,16,12,4,20.7,0.09,Roman-Blair,24,5,20.7,21.07,0,Normal
2025-01-20,SKU-0707,Multi-channeled grid-enabled portal,Office,0,16,12,4,20.7,0.09,Roman-Blair,24,5,20.7,23.76,0,Normal
2025-01-21,SKU-0707,Multi-channeled grid-enabled portal,Office,9,16,12,4,20.7,0.09,Roman-Blair,24,5,20.7,19.1,0,Normal
2025-01-22,SKU-0707,Multi-channeled grid-enabled portal,Office,5,15,12,4,20.7,0.09,Roman-Blair,24,5,20.7,20.83,0,Normal
2025-01-23,SKU-0707,Multi-channeled grid-enabled portal,Office,2,15,12,4,20.7,0.09,Roman-Blair,24,5,20.7,21.85,0,Normal
2025-01-24,SKU-0707,Multi-channeled grid-enabled portal,Office,0,15,12,4,20.7,0.09,Roman-Blair,24,5,20.7,18.65,0,Normal
2025-01-25,SKU-0707,Multi-channeled grid-enabled portal,Office,6,15,12,4,20.7,0.09,Roman-Blair,24,5,20.7,19.26,0,Normal
2025-01-26,SKU-0707,Multi-channeled grid-enabled portal,Office,0,15,12,4,20.7,0.09,Roman-Blair,24,5,20.7,19.26,0,Normal
2025-01-27,SKU-0707,Multi-channeled grid-enabled portal,Office,0,14,12,4,20.7,0.09,Roman-Blair,24,5,20.7,18.5,0,Normal
2025-01-28,SKU-0707,Multi-channeled grid-enabled portal,Office,6,14,12,4,20.7,0.09,Roman-Blair,24,5,20.7,18.63,0,Normal
2025-01-29,SKU-0707,Multi-channeled grid-enabled portal,Office,3,14,12,4,20.7,0.09,Roman-Blair,24,5,20.7,19.31,0,Normal
2025-01-30,SKU-0707,Multi-channeled grid-enabled portal,Office,3,14,12,4,20.7,0.09,Roman-Blair,24,5,20.7,19.46,0,Normal
2025-01-31,SKU-0707,Multi-channeled grid-enabled portal,Office,0,14,12,4,20.7,0.09,Roman-Blair,24,5,20.7,22.46,0,Normal
2025-02-01,SKU-0707,Multi-channeled grid-enabled portal,Office,3,13,12,4,20.7,0.09,Roman-Blair,24,5,20.7,19.84,0,Normal
2025-02-02,SKU-0707,Multi-channeled grid-enabled portal,Office,0,13,12,4,20.7,0.09,Roman-Blair,24,5,20.7,23.46,0,Normal
2025-02-03,SKU-0707,Multi-channeled grid-enabled portal,Office,0,13,12,4,20.7,0.09,Roman-Blair,24,5,20.7,22.07,0,Normal
2025-02-04,SKU-0707,Multi-channeled grid-enabled portal,Office,5,13,12,4,20.7,0.09,Roman-Blair,24,5,20.7,20.67,0,Normal
2025-02-05,SKU-0707,Multi-channeled grid-enabled portal,Office,1,13,12,4,20.7,0.09,Roman-Blair,24,5,20.7,21.42,0,Normal
2025-02-06,SKU-0707,Multi-channeled grid-enabled portal,Office,8,12,12,4,20.7,0.09,Roman-Blair,24,5,20.7,20.44,0,Normal
2025-02-07,SKU-0707,Multi-channeled grid-enabled portal,Office,8,12,12,4,20.7,0.09,Roman-Blair,24,5,20.7,18.44,0,Normal
2025-02-08,SKU-0707,Multi-channeled grid-enabled portal,Office,0,12,12,4,20.7,0.09,Roman-Blair,24,5,20.7,17.64,0,Normal
2025-02-09,SKU-0707,Multi-channeled grid-enabled portal,Office,0,12,12,4,20.7,0.09,Roman-Blair,24,5,20.7,20.05,0,Normal
2025-02-10,SKU-0707,Multi-channeled grid-enabled portal,Office,0,12,12,4,20.7,0.09,Roman-Blair,24,5,20.7,22.82,0,Normal
2025-02-11,SKU-0707,Multi-channeled grid-enabled portal,Office,1,11,12,4,20.7,0.09,Roman-Blair,24,5,20.7,19.95,0,Normal
2025-02-12,SKU-0707,Multi-channeled grid-enabled portal,Office,2,11,12,4,20.7,0.09,Roman-Blair,24,5,20.7,22.95,0,Normal
2025-02-13,SKU-0707,Multi-channeled grid-enabled portal,Office,0,11,12,4,20.7,0.09,Roman-Blair,24,5,20.7,20.33,0,Normal
2025-02-14,SKU-0707,Multi-channeled grid-enabled portal,Office,1,11,12,4,20.7,0.09,Roman-Blair,24,5,20.7,20.27,0,Normal
2025-02-15,SKU-0707,Multi-channeled grid-enabled portal,Office,4,11,12,4,20.7,0.09,Roman-Blair,24,5,20.7,22.71,0,Normal
2025-02-16,SKU-0707,Multi-channeled grid-enabled portal,Office,3,10,12,4,20.7,0.09,Roman-Blair,24,5,20.7,21.64,0,Normal
2025-02-17,SKU-0707,Multi-channeled grid-enabled portal,Office,3,10,12,4,20.7,0.09,Roman-Blair,24,5,20.7,21.29,0,Normal
2025-02-18,SKU-0707,Multi-channeled grid-enabled portal,Office,0,10,12,4,20.7,0.09,Roman-Blair,24,5,20.7,19.46,0,Normal
2025-02-19,SKU-0707,Multi-channeled grid-enabled portal,Office,4,10,12,4,20.7,0.09,Roman-Blair,24,5,20.7,21.34,0,Normal
2025-02-20,SKU-0707,Multi-channeled grid-enabled portal,Office,3,10,12,4,20.7,0.09,Roman-Blair,24,5,20.7,21.91,0,Normal
2025-02-21,SKU-0707,Multi-channeled grid-enabled portal,Office,0,9,12,4,20.7,0.09,Roman-Blair,24,5,20.7,20.57,0,Normal
2025-02-22,SKU-0707,Multi-channeled grid-enabled portal,Office,0,9,12,4,20.7,0.09,Roman-Blair,24,5,20.7,18.7,0,Normal
2025-02-23,SKU-0707,Multi-channeled grid-enabled portal,Office,1,9,12,4,20.7,0.09,Roman-Blair,24,5,20.7,20.07,0,Normal
2025-02-24,SKU-0707,Multi-channeled grid-enabled portal,Office,1,9,12,4,20.7,0.09,Roman-Blair,24,5,20.7,19.58,0,Normal
2025-02-25,SKU-0707,Multi-channeled grid-enabled portal,Office,0,9,12,4,20.7,0.09,Roman-Blair,24,5,20.7,22.16,0,Normal
2025-02-26,SKU-0707,Multi-channeled grid-enabled portal,Office,0,8,12,4,20.7,0.09,Roman-Blair,24,5,20.7,21.53,0,Normal
2025-02-27,SKU-0707,Multi-channeled grid-enabled portal,Office,1,8,12,4,20.7,0.09,Roman-Blair,24,5,20.7,23.6,0,Normal
2025-02-28,SKU-0707,Multi-channeled grid-enabled portal,Office,0,8,12,4,20.7,0.09,Roman-Blair,24,5,20.7,22.45,0,Normal
2025-03-01,SKU-0707,Multi-channeled grid-enabled portal,Office,0,8,12,4,20.7,0.09,Roman-Blair,24,5,20.7,19.62,0,Normal
2025-03-02,SKU-0707,Multi-channeled grid-enabled portal,Office,2,8,12,4,20.7,0.09,Roman-Blair,24,5,20.7,19.34,0,Normal
2025-03-03,SKU-0707,Multi-channeled grid-enabled portal,Office,7,7,12,4,20.7,0.09,Roman-Blair,24,5,20.7,22.48,0,Normal
2025-03-04,SKU-0707,Multi-channeled grid-enabled portal,Office,0,7,12,4,20.7,0.09,Roman-Blair,24,5,20.7,19.86,0,Normal
2025-03-05,SKU-0707,Multi-channeled grid-enabled portal,Office,1,7,12,4,20.7,0.09,Roman-Blair,24,5,20.7,23.38,0,Normal
2025-03-06,SKU-0707,Multi-channeled grid-enabled portal,Office,2,7,12,4,20.7,0.09,Roman-Blair,24,5,20.7,18.84,0,Normal
2025-03-07,SKU-0707,Multi-channeled grid-enabled portal,Office,2,7,12,4,20.7,0.09,Roman-Blair,24,5,20.7,23.79,0,Normal
2025-03-08,SKU-0707,Multi-channeled grid-enabled portal,Office,0,6,12,4,20.7,0.09,Roman-Blair,24,5,20.7,18.71,0,Normal
2025-03-09,SKU-0707,Multi-channeled grid-enabled portal,Office,0,6,12,4,20.7,0.09,Roman-Blair,24,5,20.7,22.36,0,Normal
2025-03-10,SKU-0707,Multi-channeled grid-enabled portal,Office,0,6,12,4,20.7,0.09,Roman-Blair,24,5,20.7,17.76,0,Normal
2025-03-11,SKU-0707,Multi-channeled grid-enabled portal,Office,3,6,12,4,20.7,0.09,Roman-Blair,24,5,20.7,22.11,0,Normal
2025-03-12,SKU-0707,Multi-channeled grid-enabled portal,Office,4,6,12,4,20.7,0.09,Roman-Blair,24,5,20.7,23.45,0,Normal
2025-03-13,SKU-0707,Multi-channeled grid-enabled portal,Office,11,5,12,4,20.7,0.09,Roman-Blair,24,5,20.7,18.9,0,Normal
2025-03-14,SKU-0707,Multi-channeled grid-enabled portal,Office,0,5,12,4,20.7,0.09,Roman-Blair,24,5,20.7,22.55,0,Normal
2025-03-15,SKU-0707,Multi-channeled grid-enabled portal,Office,5,5,12,4,20.7,0.09,Roman-Blair,24,5,20.7,22.76,0,Normal
2025-03-16,SKU-0707,Multi-channeled grid-enabled portal,Office,4,5,12,4,20.7,0.09,Roman-Blair,24,5,20.7,18.02,0,Normal
2025-03-17,SKU-0707,Multi-channeled grid-enabled portal,Office,1,5,12,4,20.7,0.09,Roman-Blair,24,5,20.7,22.86,0,Normal
2025-03-18,SKU-0707,Multi-channeled grid-enabled portal,Office,6,5,12,4,20.7,0.09,Roman-Blair,24,5,20.7,22.53,0,Normal
2025-03-19,SKU-0707,Multi-channeled grid-enabled portal,Office,11,4,12,4,20.7,0.09,Roman-Blair,24,5,20.7,21.77,0,Normal
2025-03-20,SKU-0707,Multi-channeled grid-enabled portal,Office,0,4,12,4,20.7,0.09,Roman-Blair,24,5,20.7,18.46,0,Normal
2025-03-21,SKU-0707,Multi-channeled grid-enabled portal,Office,0,4,12,4,20.7,0.09,Roman-Blair,24,5,20.7,19.48,0,Normal
2025-03-22,SKU-0707,Multi-channeled grid-enabled portal,Office,1,4,12,4,20.7,0.09,Roman-Blair,24,5,20.7,19.16,0,Normal
2025-03-23,SKU-0707,Multi-channeled grid-enabled portal,Office,0,4,12,4,20.7,0.09,Roman-Blair,24,5,20.7,18.55,0,Normal
2025-03-24,SKU-0707,Multi-channeled grid-enabled portal,Office,0,3,12,4,20.7,0.09,Roman-Blair,24,5,20.7,20.22,0,Normal
2025-03-25,SKU-0707,Multi-channeled grid-enabled portal,Office,2,3,12,4,20.7,0.09,Roman-Blair,24,5,20.7,19.94,0,Normal
2025-03-26,SKU-0707,Multi-channeled grid-enabled portal,Office,0,3,12,4,20.7,0.09,Roman-Blair,24,5,20.7,20.38,0,Normal
2025-03-27,SKU-0707,Multi-channeled grid-enabled portal,Office,8,3,12,4,20.7,0.09,Roman-Blair,24,5,20.7,21.31,0,Normal
2025-03-28,SKU-0707,Multi-channeled grid-enabled portal,Office,3,3,12,4,20.7,0.09,Roman-Blair,24,5,20.7,21.21,0,Normal
2025-03-29,SKU-0707,Multi-channeled grid-enabled portal,Office,2,2,12,4,20.7,0.09,Roman-Blair,24,5,20.7,20.91,0,Normal
2025-03-30,SKU-0707,Multi-channeled grid-enabled portal,Office,0,2,12,4,20.7,0.09,Roman-Blair,24,5,20.7,23.33,0,Normal
2025-03-31,SKU-0707,Multi-channeled grid-enabled portal,Office,7,2,12,4,20.7,0.09,Roman-Blair,24,5,20.7,23.0,0,Normal
2025-04-01,SKU-0707,Multi-channeled grid-enabled portal,Office,6,2,12,4,20.7,0.09,Roman-Blair,24,5,20.7,20.19,0,Normal
2025-04-02,SKU-0707,Multi-channeled grid-enabled portal,Office,1,2,12,4,20.7,0.09,Roman-Blair,24,5,20.7,17.82,0,Normal
2025-04-03,SKU-0707,Multi-channeled grid-enabled portal,Office,1,1,12,4,20.7,0.09,Roman-Blair,24,5,20.7,23.61,0,Normal
2025-04-04,SKU-0707,Multi-channeled grid-enabled portal,Office,4,1,12,4,20.7,0.09,Roman-Blair,24,5,20.7,21.95,0,Normal
2025-04-05,SKU-0707,Multi-channeled grid-enabled portal,Office,0,1,12,4,20.7,0.09,Roman-Blair,24,5,20.7,22.64,0,Normal
2025-04-06,SKU-0707,Multi-channeled grid-enabled portal,Office,0,1,12,4,20.7,0.09,Roman-Blair,24,5,20.7,21.28,0,Normal
2025-04-07,SKU-0707,Multi-channeled grid-enabled portal,Office,3,1,12,4,20.7,0.09,Roman-Blair,24,5,20.7,23.27,0,Normal
2025-04-08,SKU-0707,Multi-channeled grid-enabled portal,Office,2,0,12,4,20.7,0.09,Roman-Blair,24,5,20.7,18.27,0,Normal
2025-04-09,SKU-0707,Multi-channeled grid-enabled portal,Office,5,0,12,4,20.7,0.09,Roman-Blair,24,5,20.7,19.14,0,Normal
2025-04-10,SKU-0707,Multi-channeled grid-enabled portal,Office,0,0,12,4,20.7,0.09,Roman-Blair,24,5,20.7,21.72,0,Normal
2025-04-11,SKU-0707,Multi-channeled grid-enabled portal,Office,0,0,12,4,20.7,0.09,Roman-Blair,24,5,20.7,18.63,0,Normal
2025-04-12,SKU-0707,Multi-channeled grid-enabled portal,Office,1,0,12,4,20.7,0.09,Roman-Blair,24,5,20.7,21.4,0,Normal
2025-04-13,SKU-0707,Multi-channeled grid-enabled portal,Office,0,0,12,4,20.7,0.09,Roman-Blair,24,5,20.7,21.09,0,Normal
2025-04-14,SKU-0707,Multi-channeled grid-enabled portal,Office,0,0,12,4,20.7,0.09,Roman-Blair,24,5,20.7,21.6,0,Normal
